ID	datetime
104599162111	2014-12-07T19:01:58Z
104607065091	2014-12-07T20:36:35Z
104703560136	2014-12-08T22:11:49Z
104784903486	2014-12-09T21:21:04Z
104879787336	2014-12-10T23:51:26Z
104879789471	2014-12-10T23:51:28Z
104923713136	2014-12-11T13:42:31Z
104923714086	2014-12-11T13:42:32Z
104923714626	2014-12-11T13:42:33Z
104923714921	2014-12-11T13:42:34Z
104923715406	2014-12-11T13:42:34Z
104950785701	2014-12-11T21:18:46Z
104950786511	2014-12-11T21:18:47Z
104950788491	2014-12-11T21:18:49Z
104958232171	2014-12-11T22:56:12Z
105039317341	2014-12-12T22:58:58Z
105089070991	2014-12-13T14:45:27Z
105093607541	2014-12-13T16:02:04Z
105170246406	2014-12-14T12:42:39Z
105170247061	2014-12-14T12:42:40Z
105170247571	2014-12-14T12:42:41Z
105213012746	2014-12-14T22:43:05Z
105213013676	2014-12-14T22:43:06Z
105214414281	2014-12-14T23:00:48Z
105306908876	2014-12-16T00:07:35Z
105317341316	2014-12-16T02:25:36Z
105447555696	2014-12-17T17:03:14Z
105447556821	2014-12-17T17:03:15Z
105448590716	2014-12-17T17:20:10Z
105514138196	2014-12-18T09:57:20Z
105514138451	2014-12-18T09:57:20Z
105515938446	2014-12-18T11:00:06Z
105515938846	2014-12-18T11:00:06Z
105544838886	2014-12-18T20:14:40Z
105562791576	2014-12-19T00:14:52Z
105562793361	2014-12-19T00:14:54Z
105626696901	2014-12-19T19:54:29Z
105654359351	2014-12-20T02:36:04Z
105654360106	2014-12-20T02:36:05Z
105654360716	2014-12-20T02:36:05Z
105655391551	2014-12-20T02:51:38Z
105694729566	2014-12-20T16:12:32Z
105697810731	2014-12-20T16:58:52Z
105697811731	2014-12-20T16:58:52Z
105697812486	2014-12-20T16:58:53Z
105697813236	2014-12-20T16:58:54Z
105697813931	2014-12-20T16:58:54Z
105697814531	2014-12-20T16:58:55Z
105697815206	2014-12-20T16:58:56Z
105726530271	2014-12-20T23:39:06Z
105726531726	2014-12-20T23:39:07Z
105766828371	2014-12-21T10:59:33Z
105767425556	2014-12-21T11:15:28Z
105767426151	2014-12-21T11:15:29Z
105768024076	2014-12-21T11:31:34Z
105768024556	2014-12-21T11:31:35Z
105773838651	2014-12-21T13:54:01Z
105877272681	2014-12-22T16:39:11Z
105877273416	2014-12-22T16:39:11Z
105877274111	2014-12-22T16:39:12Z
105883161581	2014-12-22T18:00:44Z
105885939761	2014-12-22T18:37:42Z
105986350236	2014-12-23T20:08:32Z
106233189011	2014-12-26T15:46:11Z
106236084551	2014-12-26T16:31:59Z
106312178216	2014-12-27T11:41:32Z
106746747406	2014-12-31T22:55:01Z
106787167706	2015-01-01T10:43:23Z
106827746891	2015-01-01T21:20:34Z
106834376166	2015-01-01T22:32:20Z
106834377111	2015-01-01T22:32:20Z
106890368461	2015-01-02T09:17:07Z
107145189626	2015-01-04T21:35:36Z
107145190756	2015-01-04T21:35:36Z
107147269691	2015-01-04T21:57:37Z
107147271276	2015-01-04T21:57:38Z
107147272531	2015-01-04T21:57:39Z
107204754061	2015-01-05T09:32:13Z
107209857276	2015-01-05T11:43:53Z
107219768531	2015-01-05T15:14:58Z
107219768911	2015-01-05T15:14:59Z
107313201671	2015-01-06T13:56:39Z
107314249996	2015-01-06T14:14:08Z
107413379441	2015-01-07T15:47:35Z
107413380246	2015-01-07T15:47:36Z
107413380596	2015-01-07T15:47:36Z
107496205546	2015-01-08T11:51:53Z
107496206241	2015-01-08T11:51:54Z
107496206616	2015-01-08T11:51:55Z
107496207236	2015-01-08T11:51:56Z
