ID	datetime
57100810674	2013-08-01T22:37:56Z
57100811536	2013-08-01T22:37:56Z
57100811789	2013-08-01T22:37:57Z
57100812338	2013-08-01T22:37:57Z
57149989036	2013-08-02T11:37:09Z
57149989249	2013-08-02T11:37:10Z
57150608022	2013-08-02T11:52:57Z
57150608730	2013-08-02T11:52:58Z
57150608994	2013-08-02T11:52:59Z
57150609575	2013-08-02T11:52:59Z
57150609817	2013-08-02T11:53:00Z
57150609908	2013-08-02T11:53:00Z
57150610312	2013-08-02T11:53:00Z
57150610543	2013-08-02T11:53:01Z
57150610566	2013-08-02T11:53:01Z
57150610700	2013-08-02T11:53:01Z
57150611263	2013-08-02T11:53:02Z
57150611328	2013-08-02T11:53:02Z
57150611540	2013-08-02T11:53:02Z
57150611796	2013-08-02T11:53:03Z
57150611817	2013-08-02T11:53:03Z
57150612142	2013-08-02T11:53:03Z
57150612374	2013-08-02T11:53:04Z
57170791588	2013-08-02T17:52:23Z
57171896200	2013-08-02T18:08:14Z
57171896935	2013-08-02T18:08:15Z
57171897293	2013-08-02T18:08:15Z
57172954660	2013-08-02T18:23:21Z
57172954749	2013-08-02T18:23:21Z
57172955667	2013-08-02T18:23:22Z
57174034134	2013-08-02T18:38:40Z
57174035873	2013-08-02T18:38:42Z
57174036421	2013-08-02T18:38:42Z
57174037397	2013-08-02T18:38:43Z
57174037616	2013-08-02T18:38:43Z
57174038387	2013-08-02T18:38:43Z
57174039156	2013-08-02T18:38:44Z
57175161923	2013-08-02T18:54:31Z
57175162999	2013-08-02T18:54:32Z
57175163666	2013-08-02T18:54:32Z
57175164187	2013-08-02T18:54:33Z
57175164795	2013-08-02T18:54:33Z
57177191081	2013-08-02T19:22:50Z
57177192775	2013-08-02T19:22:51Z
57232818013	2013-08-03T08:22:10Z
57233410190	2013-08-03T08:37:07Z
57233411269	2013-08-03T08:37:09Z
57233710008	2013-08-03T08:44:56Z
57235074922	2013-08-03T09:22:21Z
57235075162	2013-08-03T09:22:22Z
57235075507	2013-08-03T09:22:22Z
57237598546	2013-08-03T10:36:49Z
57237598954	2013-08-03T10:36:50Z
57237599019	2013-08-03T10:36:50Z
57241852888	2013-08-03T12:37:06Z
57245846699	2013-08-03T14:06:59Z
57248247315	2013-08-03T14:51:54Z
57248247832	2013-08-03T14:51:55Z
57248248264	2013-08-03T14:51:55Z
57248248660	2013-08-03T14:51:55Z
57248248930	2013-08-03T14:51:56Z
57248249589	2013-08-03T14:51:56Z
57253749796	2013-08-03T16:22:10Z
57253750548	2013-08-03T16:22:11Z
57253750996	2013-08-03T16:22:11Z
57253751442	2013-08-03T16:22:12Z
57258784717	2013-08-03T17:37:26Z
57317407806	2013-08-04T07:37:27Z
57317408592	2013-08-04T07:37:28Z
57317408735	2013-08-04T07:37:28Z
57318742658	2013-08-04T08:07:29Z
57362297062	2013-08-04T20:52:32Z
57409597718	2013-08-05T07:21:46Z
57411704814	2013-08-05T08:07:26Z
57411705383	2013-08-05T08:07:26Z
57415289370	2013-08-05T09:37:31Z
57415289760	2013-08-05T09:37:32Z
57415289862	2013-08-05T09:37:32Z
57419813284	2013-08-05T11:37:12Z
57419813302	2013-08-05T11:37:13Z
57424363789	2013-08-05T13:22:50Z
57504284480	2013-08-06T07:51:44Z
57504978146	2013-08-06T08:07:33Z
57504978493	2013-08-06T08:07:33Z
57508541658	2013-08-06T09:38:25Z
57508541930	2013-08-06T09:38:25Z
57508542500	2013-08-06T09:38:25Z
57508542704	2013-08-06T09:38:26Z
57509073202	2013-08-06T09:52:41Z
57509073573	2013-08-06T09:52:42Z
57509073778	2013-08-06T09:52:42Z
57513537977	2013-08-06T11:52:10Z
57513538003	2013-08-06T11:52:10Z
57513538724	2013-08-06T11:52:11Z
57513539004	2013-08-06T11:52:11Z
57515411672	2013-08-06T12:37:43Z
57515411949	2013-08-06T12:37:43Z
57515412415	2013-08-06T12:37:44Z
57515412712	2013-08-06T12:37:44Z
57515412964	2013-08-06T12:37:45Z
57515413102	2013-08-06T12:37:45Z
57515413667	2013-08-06T12:37:45Z
57515413694	2013-08-06T12:37:46Z
57515414295	2013-08-06T12:37:46Z
57515414619	2013-08-06T12:37:47Z
57515415147	2013-08-06T12:37:47Z
57515417692	2013-08-06T12:37:51Z
57515418028	2013-08-06T12:37:52Z
57515418667	2013-08-06T12:37:52Z
57515418928	2013-08-06T12:37:53Z
57515418943	2013-08-06T12:37:52Z
57515419567	2013-08-06T12:37:53Z
57515419669	2013-08-06T12:37:54Z
57515419814	2013-08-06T12:37:54Z
57515420172	2013-08-06T12:37:54Z
57532061467	2013-08-06T17:28:39Z
57532062969	2013-08-06T17:28:41Z
57532063402	2013-08-06T17:28:41Z
57532064026	2013-08-06T17:28:42Z
57552364090	2013-08-06T21:52:51Z
57552364565	2013-08-06T21:52:52Z
57552365072	2013-08-06T21:52:52Z
57552365666	2013-08-06T21:52:53Z
57552366823	2013-08-06T21:52:53Z
57552366844	2013-08-06T21:52:54Z
57552367794	2013-08-06T21:52:54Z
57552368575	2013-08-06T21:52:54Z
57552369155	2013-08-06T21:52:55Z
57552369607	2013-08-06T21:52:55Z
57552376421	2013-08-06T21:53:01Z
57552377270	2013-08-06T21:53:01Z
57552378051	2013-08-06T21:53:02Z
57552378530	2013-08-06T21:53:02Z
57552379094	2013-08-06T21:53:03Z
57552379496	2013-08-06T21:53:03Z
57552380515	2013-08-06T21:53:03Z
57552380885	2013-08-06T21:53:04Z
57552382215	2013-08-06T21:53:04Z
57552382360	2013-08-06T21:53:05Z
57595373876	2013-08-07T07:22:19Z
57595374829	2013-08-07T07:22:21Z
57595375571	2013-08-07T07:22:21Z
57595375705	2013-08-07T07:22:22Z
57595375787	2013-08-07T07:22:21Z
57595376214	2013-08-07T07:22:22Z
57595376492	2013-08-07T07:22:23Z
57596087920	2013-08-07T07:37:27Z
57596088336	2013-08-07T07:37:28Z
57596088710	2013-08-07T07:37:28Z
57596088848	2013-08-07T07:37:28Z
57596089208	2013-08-07T07:37:29Z
57596089507	2013-08-07T07:37:29Z
57596089892	2013-08-07T07:37:29Z
57596090113	2013-08-07T07:37:30Z
57596090566	2013-08-07T07:37:30Z
57596090866	2013-08-07T07:37:31Z
57598027047	2013-08-07T08:22:30Z
57598027369	2013-08-07T08:22:31Z
57598027649	2013-08-07T08:22:31Z
57598027932	2013-08-07T08:22:32Z
57598028332	2013-08-07T08:22:32Z
57598028707	2013-08-07T08:22:33Z
57598028930	2013-08-07T08:22:33Z
57598029080	2013-08-07T08:22:33Z
57598029399	2013-08-07T08:22:34Z
57598029619	2013-08-07T08:22:34Z
57598029874	2013-08-07T08:22:34Z
57600849274	2013-08-07T09:36:45Z
57601399888	2013-08-07T09:51:55Z
57601400768	2013-08-07T09:51:56Z
57605287983	2013-08-07T11:37:09Z
57605288970	2013-08-07T11:37:10Z
57623879915	2013-08-07T17:22:06Z
57636041418	2013-08-07T20:06:48Z
57636042478	2013-08-07T20:06:49Z
57689785264	2013-08-08T08:36:57Z
57689786104	2013-08-08T08:36:59Z
57689786646	2013-08-08T08:36:59Z
57689786833	2013-08-08T08:37:00Z
57689787121	2013-08-08T08:37:00Z
57779044595	2013-08-09T08:21:41Z
57779669005	2013-08-09T08:37:55Z
57779669669	2013-08-09T08:37:56Z
57779670174	2013-08-09T08:37:56Z
57779670256	2013-08-09T08:37:56Z
57779670369	2013-08-09T08:37:57Z
57779670915	2013-08-09T08:37:57Z
57779671025	2013-08-09T08:37:58Z
57779671285	2013-08-09T08:37:58Z
57779671514	2013-08-09T08:37:59Z
57779671930	2013-08-09T08:37:59Z
57779672032	2013-08-09T08:37:59Z
57779672126	2013-08-09T08:38:00Z
57779672366	2013-08-09T08:38:00Z
57779672746	2013-08-09T08:38:01Z
57779672819	2013-08-09T08:38:00Z
57780199802	2013-08-09T08:52:03Z
57780200779	2013-08-09T08:52:04Z
57780200944	2013-08-09T08:52:04Z
57780201252	2013-08-09T08:52:05Z
57780201480	2013-08-09T08:52:05Z
57780201757	2013-08-09T08:52:05Z
57800258471	2013-08-09T16:22:11Z
57800259561	2013-08-09T16:22:13Z
57800260221	2013-08-09T16:22:13Z
57800260604	2013-08-09T16:22:14Z
57800261592	2013-08-09T16:22:15Z
57800262285	2013-08-09T16:22:15Z
57800262867	2013-08-09T16:22:16Z
57800263563	2013-08-09T16:22:16Z
57800264643	2013-08-09T16:22:17Z
57800265253	2013-08-09T16:22:18Z
57800265944	2013-08-09T16:22:18Z
57800665847	2013-08-09T16:28:32Z
57800666495	2013-08-09T16:28:32Z
57800667093	2013-08-09T16:28:33Z
57800667521	2013-08-09T16:28:33Z
57800667925	2013-08-09T16:28:34Z
57800668476	2013-08-09T16:28:34Z
57800668835	2013-08-09T16:28:35Z
57800669498	2013-08-09T16:28:35Z
57800670204	2013-08-09T16:28:36Z
57800670531	2013-08-09T16:28:36Z
57800671414	2013-08-09T16:28:37Z
57800928985	2013-08-09T16:32:31Z
57802207051	2013-08-09T16:51:55Z
57808353505	2013-08-09T18:21:55Z
57809435511	2013-08-09T18:37:21Z
57813799318	2013-08-09T19:38:20Z
57895448012	2013-08-10T18:08:49Z
57896937684	2013-08-10T18:30:44Z
57897525782	2013-08-10T18:39:16Z
57897526012	2013-08-10T18:39:16Z
57897526501	2013-08-10T18:39:17Z
57897527175	2013-08-10T18:39:17Z
57897527341	2013-08-10T18:39:17Z
57898540448	2013-08-10T18:53:56Z
57903742092	2013-08-10T20:08:58Z
57948353730	2013-08-11T06:53:20Z
57948354064	2013-08-11T06:53:21Z
57948354262	2013-08-11T06:53:21Z
57956196975	2013-08-11T10:00:24Z
57963366292	2013-08-11T13:09:58Z
58035759766	2013-08-12T05:38:59Z
58035761017	2013-08-12T05:39:00Z
58035761401	2013-08-12T05:39:00Z
58035761713	2013-08-12T05:39:00Z
58047877172	2013-08-12T09:53:42Z
58047877963	2013-08-12T09:53:43Z
