ID	title	source	url	has_doi
57100810674	Full Design Automation of Multi-State RNA Devices to Program Gene Expression Using Energy-Based Optimization	http://bit.ly/1bPM9Vj	http://bit.ly/1bPM9Vj	False
57100811536	Cell - Cooperativity and Rapid Evolution of Cobound Transcription Factors in Closely Related Mammals	http://bit.ly/13ziSFa	http://bit.ly/13ziSFa	False
